destination_id,destination_name,severity,issue_category,recommended_action,status
BV-ASI-0119,"Rudabai Step Well, Adalaj",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0119,"Rudabai Step Well, Adalaj",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0119,"Rudabai Step Well, Adalaj",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0119,"Rudabai Step Well, Adalaj",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0119,"Rudabai Step Well, Adalaj",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0119,"Rudabai Step Well, Adalaj",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0120,"Ruined Fort, kangra",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0120,"Ruined Fort, kangra",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0120,"Ruined Fort, kangra",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0120,"Ruined Fort, kangra",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0120,"Ruined Fort, kangra",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0121,Ruins of Buddhist Temples and Images lalitgiri,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0121,Ruins of Buddhist Temples and Images lalitgiri,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0121,Ruins of Buddhist Temples and Images lalitgiri,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0121,Ruins of Buddhist Temples and Images lalitgiri,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0121,Ruins of Buddhist Temples and Images lalitgiri,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0121,Ruins of Buddhist Temples and Images lalitgiri,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0122,Safdarjung Tomb,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0122,Safdarjung Tomb,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0122,Safdarjung Tomb,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0122,Safdarjung Tomb,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0122,Safdarjung Tomb,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0122,Safdarjung Tomb,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0123,Shaniwarwada,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0123,Shaniwarwada,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0123,Shaniwarwada,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0123,Shaniwarwada,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0123,Shaniwarwada,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0123,Shaniwarwada,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0124,Sheikh Chilli's Tomb,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0124,Sheikh Chilli's Tomb,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0124,Sheikh Chilli's Tomb,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0124,Sheikh Chilli's Tomb,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0124,Sheikh Chilli's Tomb,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0125,Sher Shah's Tomb,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0125,Sher Shah's Tomb,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0125,Sher Shah's Tomb,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0125,Sher Shah's Tomb,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0125,Sher Shah's Tomb,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0125,Sher Shah's Tomb,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0126,Site of Sahet mahet,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0126,Site of Sahet mahet,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0126,Site of Sahet mahet,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0126,Site of Sahet mahet,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0126,Site of Sahet mahet,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0127,Sultanghari Tomb,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0127,Sultanghari Tomb,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0127,Sultanghari Tomb,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0127,Sultanghari Tomb,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0127,Sultanghari Tomb,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0127,Sultanghari Tomb,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0128,"Sun Temple, Konark",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0128,"Sun Temple, Konark",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0128,"Sun Temple, Konark",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0128,"Sun Temple, Konark",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0128,"Sun Temple, Konark",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0128,"Sun Temple, Konark",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0129,"Sun temple, Modhera",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0129,"Sun temple, Modhera",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0129,"Sun temple, Modhera",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0129,"Sun temple, Modhera",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0129,"Sun temple, Modhera",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0129,"Sun temple, Modhera",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0130,Suraj Kund,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0130,Suraj Kund,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0130,Suraj Kund,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0130,Suraj Kund,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0130,Suraj Kund,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0131,Taj Mahal,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0131,Taj Mahal,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0131,Taj Mahal,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0131,Taj Mahal,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0131,Taj Mahal,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0132,Temple of Laxman and Old sites including sculptures sirpur,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0132,Temple of Laxman and Old sites including sculptures sirpur,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0132,Temple of Laxman and Old sites including sculptures sirpur,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0132,Temple of Laxman and Old sites including sculptures sirpur,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0132,Temple of Laxman and Old sites including sculptures sirpur,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0132,Temple of Laxman and Old sites including sculptures sirpur,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0133,"Temples & Sculpture Shed, lakkumdi",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0133,"Temples & Sculpture Shed, lakkumdi",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0133,"Temples & Sculpture Shed, lakkumdi",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0133,"Temples & Sculpture Shed, lakkumdi",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0133,"Temples & Sculpture Shed, lakkumdi",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0133,"Temples & Sculpture Shed, lakkumdi",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0134,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0134,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0134,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0134,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0134,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0134,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0135,"The palace situated in the fort, Burhanpur",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0135,"The palace situated in the fort, Burhanpur",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0135,"The palace situated in the fort, Burhanpur",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0135,"The palace situated in the fort, Burhanpur",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0135,"The palace situated in the fort, Burhanpur",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0136,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0136,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0136,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0136,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0136,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0136,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0137,Tirumalai Nayak's Palace Srivilliputhur,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0137,Tirumalai Nayak's Palace Srivilliputhur,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0137,Tirumalai Nayak's Palace Srivilliputhur,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0137,Tirumalai Nayak's Palace Srivilliputhur,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0137,Tirumalai Nayak's Palace Srivilliputhur,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0137,Tirumalai Nayak's Palace Srivilliputhur,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0138,Tomb of Lal Khan,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0138,Tomb of Lal Khan,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0138,Tomb of Lal Khan,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0138,Tomb of Lal Khan,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0138,Tomb of Lal Khan,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0139,Tomb of Rabia Durani (Bibi ka Maqbara),HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0139,Tomb of Rabia Durani (Bibi ka Maqbara),HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0139,Tomb of Rabia Durani (Bibi ka Maqbara),HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0139,Tomb of Rabia Durani (Bibi ka Maqbara),MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0139,Tomb of Rabia Durani (Bibi ka Maqbara),MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0139,Tomb of Rabia Durani (Bibi ka Maqbara),MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0140,Tughluqabad,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0140,Tughluqabad,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0140,Tughluqabad,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0140,Tughluqabad,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0140,Tughluqabad,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0140,Tughluqabad,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0141,Undavalli caves,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0141,Undavalli caves,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0141,Undavalli caves,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0141,Undavalli caves,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0141,Undavalli caves,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0141,Undavalli caves,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0142,Upper Fort Aguada,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0142,Upper Fort Aguada,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0142,Upper Fort Aguada,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0142,Upper Fort Aguada,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0142,Upper Fort Aguada,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0142,Upper Fort Aguada,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0143,Warangal,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0143,Warangal,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0143,Warangal,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0143,Warangal,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0143,Warangal,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0144,"Western Group of Temples, Khajuraho",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0144,"Western Group of Temples, Khajuraho",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0144,"Western Group of Temples, Khajuraho",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0144,"Western Group of Temples, Khajuraho",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0144,"Western Group of Temples, Khajuraho",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0144,"Western Group of Temples, Khajuraho",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
